,title,body,rating,product
2093,Five Stars,Amazing!!,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
2094,Good One,,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
2095,Economically good product,Handling is not much comfortable,4.0,Dell MS116 1000DPI USB Wired Optical Mouse
2096,value for money,best mouse,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
2097,good one for this price,good one for this price,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
2098,Dell,Nice,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
2099,Genuine,Genuine,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
2100,Bang on purchase,Best purchaseHighly recommended,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
2101,User friendly,Value for money.,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
2102,nice work,nice experience,4.0,Dell MS116 1000DPI USB Wired Optical Mouse
2103,Superb,Very good,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
2104,Worthless,West of money,1.0,Dell MS116 1000DPI USB Wired Optical Mouse
2105,Very good,"Very good , branded",5.0,Dell MS116 1000DPI USB Wired Optical Mouse
2106,Good,Good,4.0,Dell MS116 1000DPI USB Wired Optical Mouse
2107,Useful,Good,4.0,Dell MS116 1000DPI USB Wired Optical Mouse
2108,Best mouse for everyday use,Best mouse on a budget.,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
2109,nice,Good,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
2110,Ok,Ok,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
2111,Value for money,Great product at great price...,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
2112,Nice Mouse,Good mouse fro this price ....,4.0,Dell MS116 1000DPI USB Wired Optical Mouse
2113,Branded product,Good Product as expected.,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
2114,Good product,Its good,4.0,Dell MS116 1000DPI USB Wired Optical Mouse
2115,Value for money,Good product,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
2116,Value for money. ..,Good product,4.0,Dell MS116 1000DPI USB Wired Optical Mouse
2117,Good,Liked,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
2118,Easy to hold mouse,Used only for browsing and all. Not for gaming,3.0,Dell MS116 1000DPI USB Wired Optical Mouse
2119,Awesome product,At this price this is a very good mouse.,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
2120,Nice Product,Value for money.,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
2121,Worthy buy,Comfortable,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
2122,Good product,Good,4.0,Dell MS116 1000DPI USB Wired Optical Mouse
2123,Awesome,Steady with light weight,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
2124,Original product,Originally productsThnx amazon,4.0,Dell MS116 1000DPI USB Wired Optical Mouse
2125,decent mouse,Worth the price.,4.0,Dell MS116 1000DPI USB Wired Optical Mouse
2126,NIce,"Nice product ,",5.0,Dell MS116 1000DPI USB Wired Optical Mouse
2127,Smooth working,Wire,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
2128,Four Stars,"Delivered in Perfect condition, Simple and smooth to use. With the amount in mind, the performance is perfect.",4.0,Dell MS116 1000DPI USB Wired Optical Mouse
2129,Good product,Good product,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
2130,Good qwality,Good,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
2131,Good,Good,3.0,Dell MS116 1000DPI USB Wired Optical Mouse
2132,Good to buy,Best in ergonomic & worth wise,4.0,Dell MS116 1000DPI USB Wired Optical Mouse
2133,.,nice,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
2134,Good for daily usage,Good for daily usage,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
2135,Very good,Good,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
2136,good product,good product,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
2137,Good,Good,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
2138,Good product,Highly recommended for non gamers,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
2139,Good product,Like,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
2140,Good quality,Recommended for work..,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
2141,Amazing😃,Awesome product 😃,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
2142,Good,,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
2143,Good,Good product,4.0,Dell MS116 1000DPI USB Wired Optical Mouse
2144,Good,Delivery is too late but product is very good,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
2145,Good product,Wonderful,4.0,Dell MS116 1000DPI USB Wired Optical Mouse
2146,A good mouse,Feels good in the hand. A good change from the classic Dell mouse shape.,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
2147,Good,Mouse works fine with no issue,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
2148,Good product 👍,Good product 👍,4.0,Dell MS116 1000DPI USB Wired Optical Mouse
2149,Meet customer expectations,,4.0,Dell MS116 1000DPI USB Wired Optical Mouse
2150,Good product,Good product,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
2151,Superb,Excilent,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
2152,Simple & good,Simple & good,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
2153,Good product,Nice product,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
2154,Outstanding,Outstanding,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
2155,robust,Superb robust product,4.0,Dell MS116 1000DPI USB Wired Optical Mouse
2156,Good one,Good,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
2157,Good,Good,4.0,Dell MS116 1000DPI USB Wired Optical Mouse
2158,Nice product,Nice one,4.0,Dell MS116 1000DPI USB Wired Optical Mouse
2159,Overall good of every thing,"Durable, smooth , verry cheap.",5.0,Dell MS116 1000DPI USB Wired Optical Mouse
2160,Decent Optical Mouse,Works perfectly for it's intended purpose.,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
2161,Best,Value for money.,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
2162,Good,Good,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
2163,"Good product,working fine",,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
2164,good mouse,good to work with,4.0,Dell MS116 1000DPI USB Wired Optical Mouse
2165,Go for it,It's best one i can get at  Rs300...,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
2166,Scroller is weak,It broke in a few days.,1.0,Dell MS116 1000DPI USB Wired Optical Mouse
2167,Not ergonomic,Its good but not easy to hold.,3.0,Dell MS116 1000DPI USB Wired Optical Mouse
2168,Good,Nice product,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
2169,Dell mouse,Good product dell mouse,4.0,Dell MS116 1000DPI USB Wired Optical Mouse
2170,Nice one,Good,4.0,Dell MS116 1000DPI USB Wired Optical Mouse
2171,Nice,Please provide mouse pad as well,4.0,Dell MS116 1000DPI USB Wired Optical Mouse
2172,Nice,Nice profuct,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
2173,Thank you amazon,It's very nice,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
2174,Buttons started misfiring after 5 months,"Very rarely does Dell disappoint, but this time it did.",2.0,Dell MS116 1000DPI USB Wired Optical Mouse
2175,Five Stars,Good product,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
2176,VfM,Good,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
2177,Superb,Good product,4.0,Dell MS116 1000DPI USB Wired Optical Mouse
2178,durability,not durable,1.0,Dell MS116 1000DPI USB Wired Optical Mouse
2179,Good,Goodness,4.0,Dell MS116 1000DPI USB Wired Optical Mouse
2180,Ok,Nice,4.0,Dell MS116 1000DPI USB Wired Optical Mouse
2181,A good purchase,"A valuable product, must buy",5.0,Dell MS116 1000DPI USB Wired Optical Mouse
2182,Nice,Nice product,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
2183,Good for office use,Good product,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
2184,Nice mouse,Nice,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
2185,Good Product,A very good product for a budget price,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
2186,Nice product,Nice product,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
2187,Good,Its good for daily use.,4.0,Dell MS116 1000DPI USB Wired Optical Mouse
2188,Good,Very good product,4.0,Dell MS116 1000DPI USB Wired Optical Mouse
2189,review,Overall it's Good,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
2190,Great at first but like every other mouse in low ...,"Great at first but like every other mouse in low price range, issues like unexpected double clicks happens after a while.",3.0,Dell MS116 1000DPI USB Wired Optical Mouse
2191,Very Nice,Easy to use,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
2192,Optical mouse,"Good quality, fine working",4.0,Dell MS116 1000DPI USB Wired Optical Mouse
2193,Good product,Good mouse,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
2194,Hi,Nice mouseStrong mouse,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
2195,Nice product,Good product,4.0,Dell MS116 1000DPI USB Wired Optical Mouse
2196,Serves the purpose wfh. Using for more than 1 month. No complaints.,,3.0,Dell MS116 1000DPI USB Wired Optical Mouse
2197,Nice,Nice,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
2198,Great item,It is a good choice for daily usage.,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
2199,Very reliable....,Always awesome...,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
2200,Na,Comfortable to use,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
2201,Love the design and mouse keys.,The mouse is very smooth. The sleek  design gives a better grip and a good working experience.,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
2202,Good quality mouse,Good,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
2203,For daily users,Not anything great but not bad aswell.,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
2204,Best mouse i ever used,One of the best mouse i ever used,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
2205,Very happy with the product 😊,Excellent product!!!,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
2206,value for money,nice product,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
2207,Five Stars,Very good product.,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
2208,Good,Best deal,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
2209,nice,very good quality,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
2210,I loved it,It just amazing,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
2211,Not good,It's like too big,3.0,Dell MS116 1000DPI USB Wired Optical Mouse
2212,Good n nice product,For normal use ..it's best,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
2213,Works well,So far its working well,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
2214,Good one,Like,4.0,Dell MS116 1000DPI USB Wired Optical Mouse
2215,Good one,Easy to use,4.0,Dell MS116 1000DPI USB Wired Optical Mouse
2216,Worthfull,Nice,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
2217,Best,Good,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
2218,Best for laptop,Best product,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
2219,Usage,Nice to use even in soft surfaces,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
2220,Just Go For It.,Its Great Nad Easy To Hold.,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
2221,Duplicate dell mouse,I bought 10 products and all has the same serial number. Very poor quality and its not dell original. Never buy this product,1.0,Dell MS116 1000DPI USB Wired Optical Mouse
2222,Good one..,Easy to hold..smooth..,4.0,Dell MS116 1000DPI USB Wired Optical Mouse
2223,Excellent,Value for money,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
2224,Simple n best,Good mouse,4.0,Dell MS116 1000DPI USB Wired Optical Mouse
2225,Very good,Very good,3.0,Dell MS116 1000DPI USB Wired Optical Mouse
2226,.,Superb,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
2227,Good,Good product,4.0,Dell MS116 1000DPI USB Wired Optical Mouse
2228,Blindly buy this product,Worth for Price,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
2229,Nice,Super,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
2230,Very good quality,too smooth ..handy,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
2231,Best product,good product,4.0,Dell MS116 1000DPI USB Wired Optical Mouse
2232,Nice product,Nice product,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
2233,Best,Best,4.0,Dell MS116 1000DPI USB Wired Optical Mouse
2234,Good product,Good product,4.0,Dell MS116 1000DPI USB Wired Optical Mouse
2235,Na,Na,4.0,Dell MS116 1000DPI USB Wired Optical Mouse
2236,Mouse,Excellent product,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
2237,Very handy,Best,3.0,Dell MS116 1000DPI USB Wired Optical Mouse
2238,So nice,Good,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
2239,Nice,Good,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
2240,Good,Good,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
2241,Genuine Dell Mouse. Good One,Smooth And easy to use,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
2242,Worth of money,Nice,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
2243,Too good,Wire is long,4.0,Dell MS116 1000DPI USB Wired Optical Mouse
2244,Nice product,Good producr,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
2245,Best,Good,4.0,Dell MS116 1000DPI USB Wired Optical Mouse
2246,Dell is always good,Dell is always good,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
2247,Good,Good,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
2248,Good,Good,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
2249,"Best mouse, comfortable",Just go for it.,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
2250,Good,Nice product,4.0,Dell MS116 1000DPI USB Wired Optical Mouse
2251,Great product,Easy to use,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
2252,Worth the money,Working fine for me,4.0,Dell MS116 1000DPI USB Wired Optical Mouse
2253,Great,"Good quality mouse , experience was very good.",5.0,Dell MS116 1000DPI USB Wired Optical Mouse
2254,Very Good Mouse,Working as Expected.,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
2255,Faulty product,Scroll stops working after ten days of use.,1.0,Dell MS116 1000DPI USB Wired Optical Mouse
2256,Nice,Nice one,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
2257,Good,Good,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
2258,Mouse,Good,4.0,Dell MS116 1000DPI USB Wired Optical Mouse
2259,Easy to use,Good mouse,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
2260,Good mouse for day to day work,Very good USB mouse for day to day works. It is smooth and very comfortable to hold. Packaging was good also.,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
2261,good,good,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
2262,Good,Very nice,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
2263,Economically,Good as compare to price,4.0,Dell MS116 1000DPI USB Wired Optical Mouse
2264,Nice product. Worth to buy,Like product. Good product to handle,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
2265,Good for daily use,Nice mouse,4.0,Dell MS116 1000DPI USB Wired Optical Mouse
2266,Sleek design,The mouse is big enough to fit all hands. Love how the mouse was designed including the curves.,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
2267,Good product,Easy to use,4.0,Dell MS116 1000DPI USB Wired Optical Mouse
2268,Good,Good,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
2269,Comfortable mouse,Easy to hold and ergonomic,4.0,Dell MS116 1000DPI USB Wired Optical Mouse
2270,Dell,Good,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
2271,Average,good but not as expected,2.0,Dell MS116 1000DPI USB Wired Optical Mouse
2272,Dell always satisfy,Nice product !!,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
2273,Worth it,Perfect as expected from dell,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
2274,Good,Good,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
2275,Good product,Good Product,4.0,Dell MS116 1000DPI USB Wired Optical Mouse
2276,Go for low range,Good one,4.0,Dell MS116 1000DPI USB Wired Optical Mouse
2277,This is good but internal is packing is opened and it is not sealed As well as original why??,,4.0,Dell MS116 1000DPI USB Wired Optical Mouse
2278,Nice,Nice,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
2279,Best one,Superb product,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
2280,Value for money,Nice product,4.0,Dell MS116 1000DPI USB Wired Optical Mouse
2281,Nice product in affordable price,The product is very good.,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
2282,Good product,Good product,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
2283,Very good product for use 24×7,Nice product. Simple and Strong,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
2284,Nice,Nice,4.0,Dell MS116 1000DPI USB Wired Optical Mouse
2285,Good,Great product,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
2286,Best mouse,best product in this price,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
2287,Worth the money,It's nice and easy accessibile.!!,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
2288,Good,Good,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
2289,Good,Good,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
2290,Genuine Product,Genuine Product,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
2291,Nice Product,Nice product at such price.,4.0,Dell MS116 1000DPI USB Wired Optical Mouse
2292,Easy to use,Dell mouse is aswome.easy to use.,4.0,Dell MS116 1000DPI USB Wired Optical Mouse
2293,Good,Good,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
2294,Awsome product,Product is handy and easy to use,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
2295,Awesome product and easy to use.,Nice product by dell,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
2296,Nice product,"I m taking this for my lappy , it's awsome",4.0,Dell MS116 1000DPI USB Wired Optical Mouse
2297,Yeet,Yeet,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
2298,Awesome,Excellent,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
2299,Not working after 2 months,Faulty,1.0,Dell MS116 1000DPI USB Wired Optical Mouse
2300,awesome,value for money,3.0,Dell MS116 1000DPI USB Wired Optical Mouse
2301,Dell mouse,Amazing product,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
2302,Compac and nice,Easy to handle,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
2303,Good,Nice,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
2304,Good product,Value for money!,4.0,Dell MS116 1000DPI USB Wired Optical Mouse
2305,Product is durable.,Light weight and fast response,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
2306,Good,Working well,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
2307,Best for domestic use,Liked it,4.0,Dell MS116 1000DPI USB Wired Optical Mouse
2308,Super quality,Nice,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
2309,good product,very nice product,4.0,Dell MS116 1000DPI USB Wired Optical Mouse
2310,Good product,Good product,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
2311,Money for good product,Useful,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
2312,Nice product,Like,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
2313,Good,Good,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
2314,Good product,Good one,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
2315,Good,Nice product,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
2316,Good Product,Excellent working,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
2317,Budget Mouse,Nice mouse,4.0,Dell MS116 1000DPI USB Wired Optical Mouse
2318,Nice product,Good,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
